Asset 1,Asset 2,Copula,Param 1,Param 2,Log-Likelihood
EURUSD=X,QQQ,Student-t,0.04957646363586418,2.1,406.27856433083343
EURUSD=X,QQQ,Clayton,0.0001,,-0.1767073622945841
EURUSD=X,SPY,Gaussian,0.03485412562959015,,1.1373856652871837
EURUSD=X,SPY,Student-t,-0.36068512010519255,2.1,226.58864249260841
EURUSD=X,SPY,Clayton,0.0001,,-0.18116733092103762
EURUSD=X,TLT,Gaussian,0.016156266906118565,,0.24430653776744293
EURUSD=X,TLT,Student-t,-0.2472333986831508,2.1,331.6162975582656
EURUSD=X,TLT,Clayton,0.0001,,-0.18614414317934821
EURUSD=X,USDJPY=X,Gaussian,-0.2483902306711468,,59.57272401204136
EURUSD=X,USDJPY=X,Student-t,-0.2483902306711468,5.0,178.0154451471817
EURUSD=X,USDJPY=X,Clayton,0.0001,,-0.2257530506186373
EURUSD=X,USO,Gaussian,-0.006121868481101695,,0.035031788197557034
EURUSD=X,USO,Student-t,0.09446824553541973,2.1,395.4209002498519
EURUSD=X,USO,Clayton,0.0001,,-0.18164907230692734
EURUSD=X,VIXY,Gaussian,0.03243419662286363,,0.9848331329558278
EURUSD=X,VIXY,Student-t,-0.38265918519687897,2.1,203.07212660288315
EURUSD=X,VIXY,Clayton,0.0001,,-0.18762141996011325
GLD,MSFT,Gaussian,0.06044585286788037,,3.425256259445632
GLD,MSFT,Student-t,-0.28825441573377203,2.1,282.0171491036908
GLD,MSFT,Clayton,0.0001,,-0.1789672591596563
GLD,QQQ,Gaussian,0.09259156343945874,,8.056283626019649
GLD,QQQ,Student-t,0.0922555889039587,2.1,412.2224205709699
GLD,QQQ,Clayton,0.0001,,-0.1778452897535096
GLD,SPY,Gaussian,0.09427490750195557,,8.353346003202205
GLD,SPY,Student-t,0.09401819951605755,2.1,413.5233461871094
GLD,SPY,Clayton,0.0001,,-0.17674913526287322
GLD,TLT,Gaussian,0.2518568373653362,,61.30835101808589
GLD,TLT,Student-t,0.2518568373653362,5.0,178.58218497714006
GLD,TLT,Clayton,0.0001,,-0.15031411144958365
GLD,USDJPY=X,Gaussian,0.01858906719193003,,0.3236461443002554
GLD,USDJPY=X,Student-t,-0.08782181289780985,2.1,394.96804287131636
GLD,USDJPY=X,Clayton,0.0001,,-0.18693166239208314
GLD,USO,Gaussian,0.0851172743052225,,6.803216440604956
GLD,USO,Student-t,0.0847004966587677,2.1,412.14921871108436
GLD,USO,Clayton,0.0001,,-0.18102537801983393
GLD,VIXY,Gaussian,-0.026196082239299298,,0.6417558964158161
GLD,VIXY,Student-t,0.16970907648996825,2.1,368.82483480196515
GLD,VIXY,Clayton,0.0001,,-0.1971325348228642
MSFT,QQQ,Gaussian,0.7976818685508039,,946.1851309487947
MSFT,QQQ,Student-t,0.7976818685508039,5.0,1064.1545342856143
MSFT,QQQ,Clayton,0.0001,,-0.05862919895667089
MSFT,SPY,Gaussian,0.7237025378069613,,693.962493854905
MSFT,SPY,Student-t,0.7237025378069613,5.0,812.6869616049353
MSFT,SPY,Clayton,0.0001,,-0.06832945591584566
MSFT,TLT,Gaussian,-0.007615535175576867,,0.05417288538410503
MSFT,TLT,Student-t,0.08879090321332797,2.1,395.4968384096419
MSFT,TLT,Clayton,0.0001,,-0.1846852668982721
MSFT,USDJPY=X,Gaussian,-0.01043627738567398,,0.10174864248801896
MSFT,USDJPY=X,Student-t,0.0808769906728978,2.1,398.160058927323
MSFT,USDJPY=X,Clayton,0.0001,,-0.19248583988967072
MSFT,USO,Gaussian,0.11719726554645972,,12.939277833878805
MSFT,USO,Student-t,0.11719726554645972,5.0,131.90174377418407
MSFT,USO,Clayton,0.0001,,-0.16880092341341488
MSFT,VIXY,Gaussian,-0.41012518237764317,,172.2788242928218
MSFT,VIXY,Student-t,-0.41012518237764317,5.0,291.6366873701754
MSFT,VIXY,Clayton,0.0001,,-0.25156834257305527
QQQ,SPY,Gaussian,0.8836639520934899,,1420.1434271262606
QQQ,SPY,Student-t,0.8836639520934899,5.0,1536.9750681771147
QQQ,SPY,Clayton,0.0001,,-0.04382279784872027
QQQ,TLT,Gaussian,-0.016138114073270673,,0.24348412871040637
QQQ,TLT,Student-t,0.19459180829260728,2.1,357.70859681760794
QQQ,TLT,Clayton,0.0001,,-0.18690525760703283
QQQ,USDJPY=X,Gaussian,-0.001162071130130612,,0.0012463184557418572
QQQ,USDJPY=X,Student-t,0.023303336348101663,2.1,402.95098470821085
QQQ,USDJPY=X,Clayton,0.0001,,-0.19272165371126554
QQQ,USO,Gaussian,0.171692138031026,,27.992850501333123
QQQ,USO,Student-t,0.171692138031026,5.0,145.06248974246046
QQQ,USO,Clayton,0.0001,,-0.16166890050327265
QQQ,VIXY,Gaussian,-0.47773460227053727,,242.34702404740983
QQQ,VIXY,Student-t,-0.47773460227053727,5.0,359.8120604255855
QQQ,VIXY,Clayton,0.0001,,-0.2628919571024664
SPY,TLT,Gaussian,-0.04173271058717502,,1.6301410166342976
SPY,TLT,Student-t,-0.04149236867970423,2.1,404.49678952715385
SPY,TLT,Clayton,0.0001,,-0.18877730707275142
SPY,USDJPY=X,Gaussian,-0.000884468402816204,,0.0007174967458922765
SPY,USDJPY=X,Student-t,0.0213072023229423,2.1,404.05539085054625
SPY,USDJPY=X,Clayton,0.0001,,-0.193013149682496
SPY,USO,Gaussian,0.22056030453153683,,46.65500498382062
SPY,USO,Student-t,0.22056030453153683,5.0,164.47970863816045
SPY,USO,Clayton,0.0001,,-0.15667735269888555
SPY,VIXY,Gaussian,-0.5259588310321583,,302.9339502779303
SPY,VIXY,Student-t,-0.5259588310321583,5.0,421.1540510693176
SPY,VIXY,Clayton,0.0001,,-0.2698994531073125
TLT,USDJPY=X,Gaussian,0.02164390155167015,,0.43858854373502254
TLT,USDJPY=X,Student-t,-0.22419251629641662,2.1,342.0815785508494
TLT,USDJPY=X,Clayton,0.0001,,-0.18948740681332665
TLT,USO,Gaussian,-0.09210006779485125,,7.9683582431143805
TLT,USO,Student-t,-0.09210006779485125,5.0,124.74726643343456
TLT,USO,Clayton,0.0001,,-0.20032596421422977
TLT,VIXY,Gaussian,0.13257230233287673,,16.5891675642888
TLT,VIXY,Student-t,0.13257230233287673,5.0,133.76347289165642
TLT,VIXY,Clayton,0.0001,,-0.18121068337788232
USDJPY=X,USO,Gaussian,-0.0035842439024064586,,0.011982284452642489
USDJPY=X,USO,Student-t,0.045528469994758854,2.1,402.4193582178159
USDJPY=X,USO,Clayton,0.0001,,-0.1890715005182857
USDJPY=X,VIXY,Gaussian,-0.020463782303629077,,0.3915567873191321
USDJPY=X,VIXY,Student-t,0.16134420854978132,2.1,373.1953813737491
USDJPY=X,VIXY,Clayton,0.0001,,-0.19128464902171624
USO,VIXY,Gaussian,-0.16031216122468722,,24.354885056331113
USO,VIXY,Student-t,-0.16031216122468722,5.0,142.81298403799428
USO,VIXY,Clayton,0.0001,,-0.20990874317572428
