Date,Close,High,Low,Open,Volume
2011-04-29,64.57388305664062,64.59451504810671,64.20249146865021,64.28502468171483,5900000
2011-05-02,64.67753601074219,64.70516480902653,64.35290421796924,64.4565108941219,5285100
2011-05-03,65.04359436035156,65.04359436035156,64.63608153012932,64.89854715283246,6486600
2011-05-04,65.33363342285156,65.4234282392771,65.112608541083,65.14023731001019,7406300
2011-05-05,65.95524597167969,66.05194399646466,65.48556759287534,65.56154536515598,9600000
2011-05-06,65.66519165039062,65.95528590036577,65.16788421063306,65.27839931709043,9451500
2011-05-09,65.59608459472656,65.75494338177677,65.50628980499208,65.54773558088772,3731200
2011-05-10,65.12640380859375,65.54082466478991,65.12640380859375,65.40958937362974,5458300
2011-05-11,65.4993896484375,65.6789686970601,65.05043148758594,65.14712951981272,6078700
2011-05-12,65.08499908447266,65.69281632306594,64.86397415501601,65.58230122351263,8015800
2011-05-13,65.672119140625,65.9553049608722,65.29222993945599,65.37511629325246,8380000
2011-05-16,66.03815460205078,66.1624814288025,65.45105774725337,65.63754535255649,6053600
2011-05-17,66.71507263183594,66.72198114483302,66.29374819273878,66.32828021842141,9826900
2011-05-18,65.83096313476562,66.57692434079684,65.81024286842876,66.49403800579871,7707600
2011-05-19,65.80332946777344,65.83786675553614,65.24386123963936,65.24386123963936,8052400
2011-05-20,65.83784484863281,65.90001089199048,65.42342388162618,65.63063173030524,5602300
2011-05-23,66.15554809570312,66.43873892190675,66.02431280847247,66.12101609934822,6300000
2011-05-24,66.40421295166016,66.40421295166016,65.93453451023353,66.05886131148316,5549100
2011-05-25,66.0934066772461,66.50091913312849,65.98980011857563,66.41112959275995,5664500
2011-05-26,66.65982818603516,66.68745697162541,66.23158991386427,66.28684748504477,8307900
2011-05-27,66.63216400146484,66.65979277237705,66.22464621757139,66.39732208353574,5390600
2011-05-31,66.78411102294922,66.83246004841901,66.36968478218128,66.4318508261559,7003900
2011-06-01,67.68669128417969,67.74215071960182,67.16677097712859,67.18756694318617,12746400
2011-06-02,66.39730072021484,67.18065084524774,66.39730072021484,66.88949140014412,15738700
2011-06-03,66.77860260009766,66.9657716874845,66.25174824874439,66.95190946538044,10644100
2011-06-06,66.27250671386719,66.54286484756398,66.00214858017038,66.18238909893586,8776900
2011-06-07,66.5774917602539,66.59135396690004,65.93972447653346,66.01597983533698,7399200
2011-06-08,67.09746551513672,67.13212370395999,66.66766272027586,66.73005592240438,7401800
2011-06-09,66.82708740234375,67.47178875809533,66.50126984883775,67.31234421252125,9963000
2011-06-10,67.340087890625,67.51339468574992,67.10439318792886,67.18064860089612,7710800
2011-06-13,67.00042724609375,67.44409234559406,66.99349349140947,67.06281517153667,5540000
2011-06-14,65.98831176757812,66.48050254118081,65.94671453098724,66.36958362881155,8672400
2011-06-15,67.1875228881836,67.2013903823976,66.11302479817041,66.11995325637803,12979100
2011-06-16,67.49262237548828,67.61046976814669,67.10441671077565,67.31238176448362,10961200
2011-06-17,67.17372131347656,67.34702812528177,66.99348074830598,67.14599158891923,9622900
2011-06-20,67.2568588256836,67.49255867745745,66.95877110334935,67.47176272060398,6613800
2011-06-21,66.95881652832031,67.26383820616644,66.73698402322425,67.03507194778184,7894900
2011-06-22,67.00042724609375,67.28464772128683,66.83405415600743,67.21532604115963,5503700
2011-06-23,67.51338195800781,67.75601036766122,67.34700894694585,67.40939684275558,8586800
2011-06-24,67.22915649414062,67.72134702732744,67.22915649414062,67.49258084898783,7960900
2011-06-27,66.30718994140625,67.15292806351201,66.23786827165588,67.1390605562193,9331300
2011-06-28,65.7734146118164,66.32799865415616,65.6625009766917,66.18935528802392,12634300
2011-06-29,65.3366470336914,65.99521059114906,65.1772024910014,65.82190383509153,11084900
2011-06-30,65.23269653320312,65.37827365086294,64.56719887151316,65.32281947906773,11555600
2011-07-01,65.12831115722656,65.54567082135465,64.94050355392778,65.47610733936759,6637200
2011-07-05,65.27440643310547,65.50395326265107,65.1700717896305,65.41352813598931,4615600
2011-07-06,65.60830688476562,65.69873203027049,65.27442003521823,65.51788173926077,5652700
2011-07-07,65.41354370117188,65.48310191569004,65.07270473516675,65.26746985859825,6823700
2011-07-08,66.33866882324219,66.50560956293366,65.96304817872354,65.97000028378747,12129300
2011-07-11,67.33333587646484,67.33333587646484,66.60296184829959,66.80468424947806,9760800
2011-07-12,67.56291961669922,67.68812651975145,67.16643197485902,67.68117441349118,9083900
2011-07-13,67.75071716308594,67.7715840910073,66.85340211381673,67.27075659309423,13112200
2011-07-14,66.78380584716797,68.09847462626506,66.78380584716797,67.20811749618312,11471500
2011-07-15,66.8951416015625,66.91600853124065,66.24824024678719,66.28302200088447,7086200
2011-07-18,66.24825286865234,66.89515434667774,66.22042852146343,66.81863871864613,8206500
2011-07-19,67.62553405761719,67.66031051405929,66.199566669691,66.3039066529213,15249400
2011-07-20,66.82557678222656,67.3611807164073,66.686460393516,67.27771300596099,9673300
2011-07-21,66.31085968017578,66.67952299717543,66.01175457841069,66.24825357159853,11099200
2011-07-22,66.81169128417969,66.83951032636239,66.44998005238105,66.5612774489197,4974500
2011-07-25,66.08128356933594,66.81165777367148,65.9630341250376,66.06041664468908,10869400
2011-07-26,66.533447265625,66.68647851897072,66.24825169221681,66.28999086573478,7682800
2011-07-27,66.5404052734375,66.66560687425532,66.15086972318194,66.31781049789059,11224200
2011-07-28,66.79082489013672,66.99254745881132,66.57519279915289,66.85343100790932,7081600
2011-07-29,68.11243438720703,68.5367463492747,67.31945915149556,67.39597477134062,19582400
2011-08-01,68.79987335205078,69.05112102844356,67.9414429036049,67.96935990371779,14348200
2011-08-02,70.8656997680664,70.88663619181953,69.01623935025451,69.24655066078806,20850600
2011-08-03,71.00530242919922,72.17779046001166,70.74009876822277,70.88665910649604,21179700
2011-08-04,73.53168487548828,73.66428927531861,71.37514352516395,71.45191393300018,34076600
2011-08-05,71.41001892089844,73.62936882940465,71.38210193357259,72.19167859215942,41677700
2011-08-08,73.66429138183594,73.83178803798542,71.84972386249623,72.0102452629139,38259500
2011-08-09,73.88761138916016,76.33029234838408,71.88461108573264,73.2874093560668,39881400
2011-08-10,76.08605194091797,76.12094952769469,74.63440497946681,75.11595866431576,46221000
2011-08-11,72.24751281738281,75.24154205020646,72.02418222616298,74.91352407959141,37790100
2011-08-12,73.67825317382812,73.7410677528511,72.63138967017917,72.88961791794358,15590800
2011-08-15,72.93148803710938,73.6154411768465,72.9105516197561,73.23856969061865,10051700
2011-08-16,74.13888549804688,74.42502545816687,73.02222668644778,73.04316843197994,15993200
2011-08-17,75.43695831298828,75.44393889175988,73.81781013837363,74.20166210148935,15906600
2011-08-18,76.9863510131836,78.26352594236906,76.2675054930939,76.83281015945107,27274600
2011-08-19,77.60748291015625,77.75404849383204,76.93051561585425,77.22363613395903,15708400
2011-08-22,77.41206359863281,77.64935542313479,77.04217268727852,77.0910261034079,13157700
2011-08-23,76.34426879882812,77.58654602733579,76.31635179851496,76.60249705825744,16017800
2011-08-24,74.17375946044922,76.35821779648931,74.08303321735275,76.27446680889236,14621600
2011-08-25,74.97634887695312,75.30436689236714,74.22958661138968,74.45989781258957,10565900
2011-08-26,75.71617889404297,76.2605472991796,74.90660687027257,75.85576394960712,11504800
2011-08-29,74.6692886352539,74.95543390489432,74.39710452856468,74.46689436945,6764300
2011-08-30,75.86968231201172,76.17676395792418,75.54864482974997,75.67426865538481,9508700
2011-08-31,74.69721221923828,76.04417703305828,74.69721221923828,75.93948960019293,12186000
2011-09-01,76.28058624267578,76.28758788355668,74.25754462375475,75.23056441940103,10686600
2011-09-02,78.75868225097656,78.80768308305947,77.46365568247937,77.97466359695976,16557100
2011-09-06,79.57766723632812,80.45268556653903,79.37466234283663,80.09567659242032,14016200
2011-09-07,78.05867767333984,78.66069102780374,77.91867146259774,78.59768689779708,11524300
2011-09-08,78.75868225097656,78.84268062558148,77.93966071374761,78.61167975472782,11480900
2011-09-09,79.59867858886719,79.92768638417401,78.54865643738864,78.77966259247924,11492700
2011-09-12,79.68269348144531,79.97669844341051,79.17168027934329,79.5006881208856,7602200
2011-09-13,78.54867553710938,79.5146942287166,78.47867511146076,79.38169502219128,9282400
2011-09-14,79.2136459350586,79.34664506267558,78.2756236976871,78.38062694420668,11948500
2011-09-15,78.00269317626953,78.74470757189134,78.00269317626953,78.3877036687292,8884000
2011-09-16,78.56966400146484,78.81466812687562,77.87665080653456,77.91864998783657,10053500
2011-09-19,80.0677261352539,80.63474200443852,79.88572605246068,79.9417232021786,13033500
2011-09-20,80.40371704101562,80.41071868586158,79.83670664436745,80.06071121322637,6360600
2011-09-21,83.06383514404297,83.15483522910817,79.94176156416252,80.24276841869387,18687100
2011-09-22,86.18584442138672,86.71085564518508,84.86281656467008,84.98881947200931,25041400
2011-09-23,84.58282470703125,86.35386203232633,84.58282470703125,86.18585990592015,15173800
2011-09-26,83.22479248046875,84.40081802915381,83.00778951456863,84.0858133792542,15110100
2011-09-27,81.9507827758789,82.11178862870989,81.3837721485077,81.72677811586996,13589600
2011-09-28,81.92274475097656,81.97874722601259,81.03372815771199,81.83174473456049,12642600
2011-09-29,82.48975372314453,83.1757706789624,81.96474254514888,82.3287532860122,12341800
2011-09-30,84.5617904663086,84.63879252200995,83.29476003929761,84.01577443296561,13546400
2011-10-03,86.88897705078125,86.88897705078125,84.9941383665145,85.53451654249268,15882000
2011-10-04,85.78712463378906,87.74512660083317,85.74501879178355,87.28194627601499,17301400
2011-10-05,85.16956329345703,85.46431494518102,84.67831054058374,85.38010324711898,14275000
2011-10-06,83.5975570678711,84.9239449808273,83.5975570678711,84.66427972722197,9681600
2011-10-07,82.97997283935547,83.54842860486086,82.00448135015027,82.63609589279308,11564600
2011-10-10,81.80801391601562,82.04662633224606,81.26763563467246,81.98346217485191,3567600
2011-10-11,81.53425598144531,82.36237137727647,81.33775493061285,82.31324611456836,7520200
2011-10-12,80.34822082519531,80.79035352141042,79.63941426408375,80.49559660584976,14033400
2011-10-13,81.14833068847656,81.79398438156953,80.6781306169926,80.72725591768113,11263300
2011-10-14,79.9692611694336,80.43244683544094,79.73065426579518,79.9201359037285,8411000
2011-10-17,81.351806640625,81.38689841652473,80.1587612195796,80.21490591931787,9664000
